"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903044","GO:1903044","protein localization to membrane raft","5/1320","10/18805",0.5,7.12310606060606,5.32144877086626,0.000316153474038999,0.00456971212475725,0.00325361025914499,"CD24/CAV1/ATP1B1/RFTN1/REEP2",5
"GO:0060348","GO:0060348","bone development","30/1320","219/18805",0.136986301369863,1.95153590701536,3.89164790650999,0.000331622741616744,0.00473360866181599,0.00337030370500203,"LEP/GHR/TFAP2A/FOXN3/MSX1/DHRS3/SOX9/IGF1/TEK/LEPR/ZBTB16/RGN/TGFBR2/LTF/TWIST1/DDR2/MMP13/CITED2/ADAMTS7/COL1A1/PEX7/MAPK11/ANXA2/BNC2/PPIB/BMP2/PTGER4/TSKU/SMAD5/PLXNB1",30
"GO:0008643","GO:0008643","carbohydrate transport","22/1320","141/18805",0.156028368794326,2.22281323877069,4.00448428737278,0.000331646371186941,0.00473360866181599,0.00337030370500203,"ACACB/LEP/ADIPOQ/SORBS1/PRKCI/PID1/RHOQ/INPP5K/IRS2/SLC2A10/FABP5/AQP3/AQP7/IGF1/PTPN11/GPC3/HK2/AQP1/CREBL2/PEA15/PIK3R1/CLIP3",22
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","28/1320","199/18805",0.14070351758794,2.00449215775849,3.91404531056761,0.000332018453824797,0.00473360866181599,0.00337030370500203,"ADIPOQ/CD36/ANGPT1/DDR1/PLPP3/EFEMP1/IGF1/EGFR/PTPN11/CSPG4/ENPP2/IL6R/IL12A/DDR2/FLT1/TPST2/APP/CTF1/FYN/PECAM1/EPHA3/FGFR1/HRG/PTPN2/ITGB3/ADAM17/HYAL2/NEDD9",28
"GO:0010743","GO:0010743","regulation of macrophage derived foam cell differentiation","9/1320","33/18805",0.272727272727273,3.8853305785124,4.55802333353137,0.000332368402177294,0.00473360866181599,0.00337030370500203,"LPL/ADIPOQ/CD36/PPARG/ABCA1/AGTR1/NR1H3/ABCA5/ITGB3",9
"GO:0048799","GO:0048799","animal organ maturation","9/1320","33/18805",0.272727272727273,3.8853305785124,4.55802333353137,0.000332368402177294,0.00473360866181599,0.00337030370500203,"LEP/GATA3/IGF1/ZBTB16/LTF/ADAMTS7/RET/BMP2/PLXNB1",9
"GO:0090317","GO:0090317","negative regulation of intracellular protein transport","9/1320","33/18805",0.272727272727273,3.8853305785124,4.55802333353137,0.000332368402177294,0.00473360866181599,0.00337030370500203,"ADIPOQ/CD36/ANGPT1/MDFIC/PKIG/APOD/TXN/CHP1/SP100",9
"GO:0030098","GO:0030098","lymphocyte differentiation","50/1320","432/18805",0.115740740740741,1.64886714365881,3.7487535324573,0.000337167601056245,0.0047902470150064,0.00341062990542132,"LEP/PCK1/GATA3/EZH2/SOX4/TPD52/ANXA1/PLCL2/LGALS1/XBP1/LEPR/SMARCA4/ZBTB16/MYB/IL6R/SOS1/TGFBR2/SMARCC1/BCL2/PPP3CB/MDK/HMGB3/RUNX1/JAK1/KMT2A/STAT5A/TYRO3/SMAD7/GPR89A/ITM2A/CTNNB1/NFIL3/ZEB1/GLI2/FZD7/PIK3R1/FZD5/EGR1/DCLRE1C/ZBTB7A/PAX5/IL6ST/PTPN2/BLNK/ID2/JUNB/POU2AF1/PTGER4/INHBA/ADAM17",50
"GO:0010889","GO:0010889","regulation of triglyceride storage","6/1320","15/18805",0.4,5.69848484848485,5.00171957115826,0.000340755341492008,0.00480605293992966,0.00342188363827836,"LPL/PPARG/CIDEA/PLIN2/ABHD5/PNPLA2",6
"GO:0042308","GO:0042308","negative regulation of protein import into nucleus","6/1320","15/18805",0.4,5.69848484848485,5.00171957115826,0.000340755341492008,0.00480605293992966,0.00342188363827836,"CD36/ANGPT1/MDFIC/PKIG/APOD/CHP1",6
"GO:0090030","GO:0090030","regulation of steroid hormone biosynthetic process","6/1320","15/18805",0.4,5.69848484848485,5.00171957115826,0.000340755341492008,0.00480605293992966,0.00342188363827836,"ATP1A1/NR3C1/DAB2/DKK3/BMP2/PDE8B",6
"GO:0016055","GO:0016055","Wnt signaling pathway","54/1320","477/18805",0.113207547169811,1.61277873070326,3.72464257031763,0.000344952120047404,0.0048534929934206,0.00345566069917816,"CD24/CAV1/KANK1/FERMT2/SDC1/GATA3/EDNRB/FZD4/KLF4/PLPP3/ADGRA2/SOX4/AMOTL2/TPBG/FOXO1/SOX9/IGFBP6/PTEN/EGFR/FGF2/SMARCA4/MDFIC/MITF/GPC3/SNX3/DAB2/MDK/WNK1/FZD1/APP/SMAD7/COL1A1/CTNNB1/TLE3/JADE1/TMEM132A/GRK5/FZD7/MBD2/ASPM/TLE1/ZEB2/DAAM1/RECK/FZD5/EGR1/DKK3/TCF7L2/CELSR1/CSNK2A1/DIXDC1/BMP2/TSKU/PTPRO",54
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","19/1320","114/18805",0.166666666666667,2.37436868686869,4.04407012045238,0.000353646310968836,0.00495240454416138,0.00352608518707853,"ADIPOQ/CD24/RGCC/GHR/EZH2/SASH1/EGFR/FGF2/LTF/S100A12/CALM1/FLT1/TCIM/TLR4/MAP3K7/CAMK1/MAP2K7/FGFR1/ADAM17",19
"GO:0035790","GO:0035790","platelet-derived growth factor receptor-alpha signaling pathway","12/1320","55/18805",0.218181818181818,3.10826446280992,4.30214521532478,0.000353682453282598,0.00495240454416138,0.00352608518707853,"ADIPOQ/DDR1/EGFR/TEK/NTRK2/DDR2/FLT1/TYRO3/EPHA3/FGFR1/RET/EPHB1",12
"GO:0043588","GO:0043588","skin development","40/1320","324/18805",0.123456790123457,1.75879161990273,3.78539815416499,0.000355004077066255,0.0049589898055418,0.00353077385748086,"AKR1C3/DSP/SFN/KRT7/KLF4/EZH2/SLC2A10/ANXA1/SOX9/STMN1/AQP3/EGFR/TXNIP/SOS1/ABCB6/KRT17/PUM2/PLAAT4/BCL2/UGCG/COL1A1/CTNNB1/PPL/GLI2/KRT14/TFAP2B/SPRR2D/MACROH2A2/DHCR24/PALLD/COL1A2/ITGB4/ZFP36/ASAH1/IRF6/LDB2/INHBA/GJB3/ROCK2/RIPK4",40
"GO:0170041","GO:0170041","non-proteinogenic amino acid metabolic process","13/1320","63/18805",0.206349206349206,2.93969456469456,4.23716060069842,0.000364105340344668,0.00507395599882223,0.00361262916383277,"SLC38A1/MTHFD1/ASS1/ALDH1A1/ATP2B4/GOT2/SRR/DDAH1/ALDH5A1/PLOD2/ABAT/SLC1A3/KYNU",13
"GO:0034103","GO:0034103","regulation of tissue remodeling","16/1320","88/18805",0.181818181818182,2.59022038567493,4.10827778358736,0.000372405508379,0.00517723648283455,0.00368616430853727,"LEP/PPARG/TF/S1PR1/TMBIM1/EGFR/LEPR/DDR2/MDK/RUNX1/SUCO/PLEKHM1/HRG/ITGB3/SPP1/ROCK2",16
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","25/1320","171/18805",0.146198830409357,2.08277954988481,3.90808789750262,0.000377575136317682,0.00523660754535833,0.00372843618318713,"ANGPT1/PRKCI/CLU/TMBIM1/HIPK2/GBE1/FGF2/STXBP1/RAD21/NTRK2/CEBPB/BCL2/TOX3/MDK/PLXND1/FZD1/TYRO3/PINK1/CTNNB1/SET/TFAP2B/WFS1/GCLC/IL6ST/NONO",25
"GO:0010875","GO:0010875","positive regulation of cholesterol efflux","8/1320","27/18805",0.296296296296296,4.22109988776655,4.60193707441294,0.000383486099323862,0.00529338039943482,0.00376885814750814,"ADIPOQ/ABCA8/PPARG/CAV1/CES1/RXRA/ABCA1/NR1H3",8
"GO:0032967","GO:0032967","positive regulation of collagen biosynthetic process","8/1320","27/18805",0.296296296296296,4.22109988776655,4.60193707441294,0.000383486099323862,0.00529338039943482,0.00376885814750814,"RGCC/LARP6/VIM/MYB/DDR2/RUNX1/SUCO/INHBA",8
"GO:0006520","GO:0006520","amino acid metabolic process","36/1320","283/18805",0.127208480565371,1.81223899775137,3.78279131844312,0.000388763015330414,0.00534183806106987,0.00380335973988982,"SLC38A1/ETFB/MTHFD1/CDO1/ASS1/FAH/ECHS1/ACAT1/ASPA/ALDH6A1/ALDH1A1/PEPD/HNMT/ATP2B4/PCCA/SMS/GOT2/QDPR/SRR/DDAH1/EPRS1/ALDH5A1/PTS/OAT/PLOD2/ASNS/MCCC1/SHMT2/ABAT/GCLC/APIP/BHMT2/SLC1A3/KYNU/HMGCL/DLD",36
"GO:0032640","GO:0032640","tumor necrosis factor production","27/1320","191/18805",0.141361256544503,2.01386244645407,3.86950252530675,0.000390013455731269,0.00534183806106987,0.00380335973988982,"LPL/LEP/ADIPOQ/CD36/AKAP12/ANGPT1/CIDEA/CLU/IGF1/IFIH1/PTPN11/LTF/MIF/TRIM27/RAD21/TWIST1/DHX9/APP/TLR4/CD47/PIK3R1/FZD5/ZBTB20/ZFP36/SETD4/ADAM17/CD14",27
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","27/1320","191/18805",0.141361256544503,2.01386244645407,3.86950252530675,0.000390013455731269,0.00534183806106987,0.00380335973988982,"LPL/LEP/ADIPOQ/CD36/AKAP12/ANGPT1/CIDEA/CLU/IGF1/IFIH1/PTPN11/LTF/MIF/TRIM27/RAD21/TWIST1/DHX9/APP/TLR4/CD47/PIK3R1/FZD5/ZBTB20/ZFP36/SETD4/ADAM17/CD14",27
"GO:0072009","GO:0072009","nephron epithelium development","20/1320","124/18805",0.161290322580645,2.2977761485826,3.98372947611701,0.000390664895110002,0.00534183806106987,0.00380335973988982,"ADIPOQ/CD24/TACSTD2/GATA3/EDNRB/ACAT1/SOX9/FGF2/GPC3/BCL2/PROM1/AQP1/CTNNB1/PECAM1/LAMB2/TFAP2B/CALB1/STAT1/BMP2/PTPRO",20
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","11/1320","48/18805",0.229166666666667,3.26475694444444,4.31658003825499,0.000394311331021233,0.00537907143606248,0.00382986970103206,"NEK7/DKC1/CCT2/CCT6A/HNRNPD/HNRNPA1/GCH1/CCT3/CTNNB1/HNRNPC/CCT5",11
"GO:0005976","GO:0005976","polysaccharide metabolic process","19/1320","115/18805",0.165217391304348,2.35372200263505,4.00085697070244,0.000396284776297781,0.00538078979471929,0.00383109316308001,"GYG2/SORBS1/PPP1R1A/STBD1/PYGL/INPP5K/IRS2/PHLDA2/IGF1/LEPR/GBE1/GABARAPL1/UGP2/PHKA2/PPP1CB/GYS2/WIPI2/IL6ST/EPM2AIP1",19
"GO:0014812","GO:0014812","muscle cell migration","19/1320","115/18805",0.165217391304348,2.35372200263505,4.00085697070244,0.000396284776297781,0.00538078979471929,0.00383109316308001,"ADIPOQ/ITGB1BP1/DDR1/PARVA/ANXA1/IGF1/XBP1/POSTN/ADAMTS1/DDR2/LPAR1/BCL2/MDK/TLR4/MAP3K7/IGFBP3/NDRG4/SORL1/ITGB3",19
"GO:0010224","GO:0010224","response to UV-B","7/1320","21/18805",0.333333333333333,4.74873737373737,4.72258618271407,0.000400309423617054,0.00542279626178916,0.003861001539905,"HMGN1/MME/IL12A/BCL2/MAPK11/MFAP4/HYAL2",7
"GO:0031214","GO:0031214","biomineral tissue development","26/1320","182/18805",0.142857142857143,2.03517316017316,3.85569918850235,0.00042027480224151,0.00565142128722814,0.00402378131857761,"LEP/ITGB1BP1/TFAP2A/S1PR1/SOX9/CLEC3B/RXRA/IGF1/BCOR/SLC24A3/GPC3/LTF/TWIST1/DDR2/CEBPB/MMP13/COL1A1/ISG15/EIF2AK3/COL1A2/ALOX5/BMP2K/FGFR1/BMP2/SPP1/ROCK2",26
"GO:0010761","GO:0010761","fibroblast migration","12/1320","56/18805",0.214285714285714,3.05275974025974,4.22690365572707,0.000421775106560384,0.00565142128722814,0.00402378131857761,"TNS1/AKAP12/ITGB1BP1/SDC4/FGF2/ARHGEF7/DDR2/AQP1/CD248/ZEB2/ITGB3/HYAL2",12
"GO:0010762","GO:0010762","regulation of fibroblast migration","10/1320","41/18805",0.24390243902439,3.47468588322247,4.35841485042299,0.000422051760094135,0.00565142128722814,0.00402378131857761,"AKAP12/ITGB1BP1/SDC4/FGF2/ARHGEF7/DDR2/AQP1/ZEB2/ITGB3/HYAL2",10
"GO:0010959","GO:0010959","regulation of metal ion transport","47/1320","403/18805",0.116625310173697,1.66146890743665,3.68815116710132,0.000423169895719655,0.00565142128722814,0.00402378131857761,"BIN1/FHL1/CAV1/CXCR4/ATP1B1/KCNS3/ATP1A2/TF/DMD/ANK3/INPP5K/SNTA1/ATP1A1/KCNAB1/FXYD3/LGALS3/ASPH/TRIM27/TSPAN13/HOMER1/ATP2B4/BCL2/PPP3CB/CALM1/WNK1/PRSS8/AHNAK/CTNNB1/STC2/SRI/FYN/VDAC1/ANK2/CASQ2/XCL1/ISCU/WFS1/CHP1/PER1/FGF14/CRHR1/VMP1/ITGB3/CACNA1D/RGS4/SLC31A2/CXCL11",47
"GO:0006099","GO:0006099","tricarboxylic acid cycle","9/1320","34/18805",0.264705882352941,3.77105614973262,4.44345051707642,0.000424132176091862,0.00565142128722814,0.00402378131857761,"ACO1/IDH2/SUCLG1/CS/SUCLA2/NNT/IDH1/MDH1/SUCLG2",9
"GO:0010464","GO:0010464","regulation of mesenchymal cell proliferation","9/1320","34/18805",0.264705882352941,3.77105614973262,4.44345051707642,0.000424132176091862,0.00565142128722814,0.00402378131857761,"IRS2/SOX9/TGFBR2/LMNA/CTNNB1/ZEB1/FGFR1/STAT1/SYNE1",9
"GO:0045766","GO:0045766","positive regulation of angiogenesis","27/1320","192/18805",0.140625,2.00337357954545,3.83958561021569,0.000424161260161103,0.00565142128722814,0.00402378131857761,"ANGPTL4/CXCR4/ADM/KLF4/SASH1/TEK/F3/XBP1/HIPK2/FGF2/CDH5/TGFBR2/TWIST1/RRAS/HK2/MDK/AQP1/FLT1/RUNX1/WNK1/RTN4/JAK1/DDAH1/JCAD/ITGB3/RAPGEF3/BTG1",27
"GO:0022406","GO:0022406","membrane docking","16/1320","89/18805",0.179775280898876,2.56111678583589,4.05604857165968,0.000424948072756382,0.00565142128722814,0.00402378131857761,"CAV2/STX12/VTI1B/ESYT1/VAMP8/STXBP1/SNX3/CALM1/EXOC7/KCNB1/CHP1/VAMP3/VMP1/NDRG4/EZR/RAB7A",16
"GO:0010631","GO:0010631","epithelial cell migration","17/1320","98/18805",0.173469387755102,2.47128169449598,4.01223225377168,0.000439964930285316,0.00583780345993614,0.00415648441511604,"TACSTD2/KANK1/RAB25/IRS2/SASH1/SOX9/KANK2/PTEN/PPM1F/PTPN11/ENPP2/TGFBR2/EPB41L4B/RTN4/PTPRR/ZEB2/MAP4K4",17
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","18/1320","107/18805",0.168224299065421,2.39655904842821,3.98045650466972,0.000445513801307602,0.00589799521049269,0.00419934061519606,"SFN/ACAA2/BNIP3L/CLU/IGF1/GPX1/BNIP3/IFI6/IER3/LMNA/BCL2L2/HK2/BCL2/PMAIP1/PINK1/TMEM14A/GCLC/GGCT",18
"GO:0071774","GO:0071774","response to fibroblast growth factor","25/1320","173/18805",0.144508670520231,2.05870117358557,3.8436689626497,0.000451249526776139,0.00596038207136284,0.00424375972191906,"ITGB1BP1/GATA3/DDR1/GALNT3/EGFR/TEK/FGF2/PTPN11/SOS1/POSTN/OFD1/NTRK2/DDR2/FLT1/TYRO3/COL1A1/CTNNB1/SPRY1/GCLC/EPHA3/ZFP36/FGFR1/RET/EPHB1/HYAL2",25
"GO:0033674","GO:0033674","positive regulation of kinase activity","30/1320","223/18805",0.134529147982063,1.9165307786384,3.78296676697578,0.00045250875817377,0.00596349211846654,0.00424597405859646,"LEP/ADIPOQ/CD24/RGCC/MMD/GHR/ITGB1BP1/ANGPT1/EZH2/SASH1/IGF1/EGFR/FGF2/LTF/DDR2/S100A12/CALM1/FLT1/TCIM/PINK1/TLR4/MAP3K7/CAMK1/TOM1L1/ECT2/MAP2K7/FGFR1/ITGB3/ADAM17/NEDD9",30
"GO:0043269","GO:0043269","regulation of monoatomic ion transport","53/1320","472/18805",0.11228813559322,1.59968059835645,3.62537968512197,0.000473572917075382,0.00622700280353071,0.00443359223779733,"LEP/BIN1/FHL1/CAV1/CXCR4/ATP1B1/KCNS3/ATP1A2/TF/DMD/KCNJ8/ANK3/GABRE/INPP5K/SNTA1/ATP1A1/KCNAB1/FXYD3/LGALS3/ASPH/TRIM27/TSPAN13/STOM/HOMER1/ATP2B4/BCL2/PPP3CB/CALM1/WNK1/P2RY1/PRSS8/GRIN2D/AHNAK/CTNNB1/STC2/SRI/FYN/VDAC1/ANK2/CASQ2/XCL1/ISCU/WFS1/CHP1/PER1/FGF14/CRHR1/VMP1/ITGB3/CACNA1D/RGS4/SLC31A2/CXCL11",53
"GO:0036323","GO:0036323","vascular endothelial growth factor receptor-1 signaling pathway","11/1320","49/18805",0.224489795918367,3.19812925170068,4.23311846220163,0.000476612189310664,0.00623880000614521,0.00444199178210294,"DDR1/EGFR/TEK/NTRK2/DDR2/FLT1/TYRO3/EPHA3/FGFR1/RET/EPHB1",11
"GO:0061028","GO:0061028","establishment of endothelial barrier","11/1320","49/18805",0.224489795918367,3.19812925170068,4.23311846220163,0.000476612189310664,0.00623880000614521,0.00444199178210294,"PDE2A/EDNRB/CDH5/PPP1R16B/CLDN5/ADD1/TJP2/PECAM1/RAPGEF3/EZR/ROCK2",11
"GO:0046486","GO:0046486","glycerolipid metabolic process","46/1320","395/18805",0.116455696202532,1.6590525508247,3.63723169908806,0.00050026406479263,0.00651561661678886,0.00463908370818127,"LPL/CIDEC/PCK1/CAV1/GPD1/AGPAT2/CAT/PLAAT3/ACSL1/MGLL/INPP5K/FABP5/PRDX6/PLCL2/PTEN/ABHD6/RGN/PTPN11/PIGN/PLA2G4A/ENPP2/MTMR1/ABHD5/GPX1/CDS1/DGAT1/ABHD4/PLAAT4/LIPE/AADAC/ACSL3/PEMT/GK/NR1H3/INPP4B/APOC1/LPIN1/PNPLA2/PIK3R1/PIP5K1C/CHKA/SMPD4/SORL1/DPM2/SERINC1/UVRAG",46
"GO:0000910","GO:0000910","cytokinesis","27/1320","194/18805",0.139175257731959,1.98272024367385,3.78029055659712,0.000500437547542571,0.00651561661678886,0.00463908370818127,"SPTBN1/ANK3/CDC14B/STMN1/PRC1/AURKA/ACTR2/SEPTIN11/RAB11FIP4/CALM1/PRPF40A/EXOC7/MYH10/WNK1/SETD2/SEPTIN8/CEP55/VPS4A/SH3GLB1/ACTR3/SEPTIN10/NUSAP1/ECT2/KIF20A/UVRAG/ROCK2/KIF20B",27
"GO:1903078","GO:1903078","positive regulation of protein localization to plasma membrane","13/1320","65/18805",0.2,2.84924242424242,4.1034108437727,0.000501115235076637,0.00651561661678886,0.00463908370818127,"SORBS1/SPTBN1/PRKCI/EGFR/LGALS3/RER1/ATP2B4/AGR2/ACSL3/PIK3R1/EPHA3/CLIP3/EZR",13
"GO:0010714","GO:0010714","positive regulation of collagen metabolic process","8/1320","28/18805",0.285714285714286,4.07034632034632,4.4671706748312,0.000504117838448867,0.00652552535325478,0.00464613867482699,"RGCC/LARP6/VIM/MYB/DDR2/RUNX1/SUCO/INHBA",8
"GO:0035357","GO:0035357","peroxisome proliferator activated receptor signaling pathway","8/1320","28/18805",0.285714285714286,4.07034632034632,4.4671706748312,0.000504117838448867,0.00652552535325478,0.00464613867482699,"LEP/PPARG/FABP5/RXRA/LMO3/TWIST1/CITED2/BMP2",8
"GO:0010649","GO:0010649","regulation of cell communication by electrical coupling","6/1320","16/18805",0.375,5.34232954545455,4.77430550974455,0.000512939839167507,0.00661034195387329,0.00470652763465295,"CAV1/ANK3/ASPH/CALM1/SRI/CASQ2",6
"GO:0032897","GO:0032897","negative regulation of viral transcription","6/1320","16/18805",0.375,5.34232954545455,4.77430550974455,0.000512939839167507,0.00661034195387329,0.00470652763465295,"TRIM27/TRIM8/SP100/TRIM14/ZFP36/TRIM31",6
"GO:0044409","GO:0044409","symbiont entry into host","21/1320","136/18805",0.154411764705882,2.1997827540107,3.85825395333535,0.000516858416352278,0.00664613747296252,0.004732013850187,"CAV2/CAV1/CXCR4/CXADR/LGALS1/EGFR/CDK1/VAMP8/CD81/EXOC7/MYH10/DYNLT1/TYRO3/AGTR1/EPS15/MRC1/ITCH/NCAM1/ITGB3/HYAL2/UVRAG",21
"GO:0044060","GO:0044060","regulation of endocrine process","10/1320","42/18805",0.238095238095238,3.39195526695527,4.26388838680831,0.000519502358699612,0.00666542123221419,0.00474574378223156,"LEP/C1QTNF1/PTPN11/DAB2/AGTR1/CRY1/CRHR1/FGFR1/SPP1/INHBA",10
"GO:0051402","GO:0051402","neuron apoptotic process","38/1320","309/18805",0.122977346278317,1.75196136118466,3.66197289331072,0.000530977238932241,0.00679767564127539,0.00483990820449515,"ANGPT1/GATA3/TFAP2A/PRKCI/CLU/TMBIM1/NR3C1/HIPK2/GBE1/FGF2/STXBP1/MYB/GPX1/BNIP3/RAD21/NTRK2/CEBPB/GCH1/BCL2/TOX3/ITGA1/MDK/CDC34/PLXND1/FZD1/APP/TYRO3/PINK1/CTNNB1/KCNB1/SET/TFAP2B/WFS1/EGR1/GCLC/IL6ST/MAP2K7/NONO",38
"GO:0046879","GO:0046879","hormone secretion","39/1320","320/18805",0.121875,1.73625710227273,3.64984168912946,0.00053987280875415,0.00689640155919501,0.00491020052283322,"LEP/RBP4/ADIPOQ/PPARG/GATA3/FZD4/SOX4/HADH/IRS2/FOXO1/C1QTNF1/ANXA1/EGFR/VAMP8/PTPN11/MYB/DAB2/PPP3CB/AQP1/ENSA/P2RY1/NR0B2/AGTR1/SRI/KCNB1/SERP1/TFAP2B/SIDT2/ABAT/CRY1/CRHR1/ALOX5/TCF7L2/FGFR1/GNAZ/RAPGEF3/SPP1/INHBA/PDE8B",39
"GO:1904018","GO:1904018","positive regulation of vasculature development","27/1320","195/18805",0.138461538461538,1.97255244755245,3.75090805728592,0.000542907181424655,0.00691199425543076,0.00492130243802072,"ANGPTL4/CXCR4/ADM/KLF4/SASH1/TEK/F3/XBP1/HIPK2/FGF2/CDH5/TGFBR2/TWIST1/RRAS/HK2/MDK/AQP1/FLT1/RUNX1/WNK1/RTN4/JAK1/DDAH1/JCAD/ITGB3/RAPGEF3/BTG1",27
"GO:0110053","GO:0110053","regulation of actin filament organization","34/1320","267/18805",0.127340823970037,1.81412438996709,3.68124079412921,0.000545895720525965,0.00691199425543076,0.00492130243802072,"BIN1/TACSTD2/RGCC/WASF3/KANK1/FERMT2/ITGB1BP1/SPTBN1/DLC1/SDC4/GSN/INPP5K/S1PR1/SYNPO/STMN1/KANK2/PPM1F/ARFGEF1/TRIM27/EPS8/LPAR1/LIMCH1/S100A10/ADD1/CD47/SPTAN1/CYRIA/PIK3R1/CORO2B/RAPGEF3/PTGER4/RGS4/ARHGAP35/ROCK2",34
"GO:0110011","GO:0110011","regulation of basement membrane organization","5/1320","11/18805",0.454545454545455,6.47555096418733,4.99107189048945,0.000546128157998757,0.00691199425543076,0.00492130243802072,"PHLDB1/LAMC1/NID1/LAMB2/LAMA2",5
"GO:1901329","GO:1901329","regulation of odontoblast differentiation","5/1320","11/18805",0.454545454545455,6.47555096418733,4.99107189048945,0.000546128157998757,0.00691199425543076,0.00492130243802072,"MSX1/CEBPB/NFE2L1/CTNNB1/BMP2",5
"GO:0048708","GO:0048708","astrocyte differentiation","16/1320","91/18805",0.175824175824176,2.50482850482851,3.95369953166888,0.000549371009782975,0.00691199425543076,0.00492130243802072,"BIN1/QKI/PLPP3/SOX9/VIM/EGFR/NR3C1/PTPN11/APP/TAL1/TLR4/LAMB2/ZEB2/IL6ST/ID2/BMP2",16
"GO:0097581","GO:0097581","lamellipodium organization","16/1320","91/18805",0.175824175824176,2.50482850482851,3.95369953166888,0.000549371009782975,0.00691199425543076,0.00492130243802072,"WASF3/KANK1/ARHGEF6/S1PR1/ENPP2/ABLIM3/ARHGEF7/ACTR2/SNX1/ABLIM1/ACTR3/PARVB/PIK3R1/VAV3/HRG/PTPRO",16
"GO:0035795","GO:0035795","negative regulation of mitochondrial membrane permeability","7/1320","22/18805",0.318181818181818,4.53288567493113,4.5555174387756,0.000551772931978593,0.00691199425543076,0.00492130243802072,"ACAA2/BNIP3/IER3/BCL2L2/HK2/TMEM14A/GCLC",7
"GO:0035809","GO:0035809","regulation of urine volume","7/1320","22/18805",0.318181818181818,4.53288567493113,4.5555174387756,0.000551772931978593,0.00691199425543076,0.00492130243802072,"EDNRB/ADM/NPR3/INPP5K/NPR1/ADCY6/HYAL2",7
"GO:0072111","GO:0072111","cell proliferation involved in kidney development","7/1320","22/18805",0.318181818181818,4.53288567493113,4.5555174387756,0.000551772931978593,0.00691199425543076,0.00492130243802072,"GATA3/GPC3/IL6R/EGR1/ITGB3/STAT1/BMP2",7
"GO:0042176","GO:0042176","regulation of protein catabolic process","44/1320","375/18805",0.117333333333333,1.67155555555556,3.60922686230297,0.000559845106890543,0.00699050173280223,0.00497719933629831,"CAV1/TIMP4/CDH1/CEBPA/TF/FOXO1/SOX9/HMGCR/CLU/EGFR/LAPTM4B/XBP1/TIMP3/PSME2/ALAD/AURKA/GPC3/SNX3/GPX1/DTL/CD81/DAB2/IER3/PLK2/SMARCC1/PBK/APP/SMAD7/PINK1/TMEM132A/FYN/ITCH/WFS1/FBXO22/ANXA2/GCLC/TIMP2/CDC20/CYP51A1/SORL1/CSNK2A1/EZR/TNFRSF1B/RAB7A",44
"GO:0060419","GO:0060419","heart growth","17/1320","100/18805",0.17,2.42185606060606,3.91702231555669,0.000560440224758565,0.00699050173280223,0.00497719933629831,"ACACB/RBP4/TGFBR3/S1PR1/IGF1/CDK1/FGF2/ZFPM2/CITED2/RUNX1/MAPK11/NDRG4/KCNK2/FGFR1/RGS4/TENM4/PDLIM5",17
"GO:0035296","GO:0035296","regulation of tube diameter","23/1320","156/18805",0.147435897435897,2.10040306915307,3.79197605499512,0.000563047114989092,0.00699306917870248,0.00497902734386045,"LEP/CAV1/HBB/ITGB1BP1/EDNRB/ADM/ATP1A2/SVEP1/KCNJ8/SNTA1/EGFR/GPX1/KLF2/GCH1/VSTM4/ITGA1/NPR1/P2RY1/AGTR1/ADCY6/KAT2B/GCLC/ROCK2",23
"GO:0097746","GO:0097746","blood vessel diameter maintenance","23/1320","156/18805",0.147435897435897,2.10040306915307,3.79197605499512,0.000563047114989092,0.00699306917870248,0.00497902734386045,"LEP/CAV1/HBB/ITGB1BP1/EDNRB/ADM/ATP1A2/SVEP1/KCNJ8/SNTA1/EGFR/GPX1/KLF2/GCH1/VSTM4/ITGA1/NPR1/P2RY1/AGTR1/ADCY6/KAT2B/GCLC/ROCK2",23
"GO:0031100","GO:0031100","animal organ regeneration","13/1320","66/18805",0.196969696969697,2.80607208448118,4.0384351261564,0.00058455223809663,0.00720890592203198,0.00513270193499996,"TGFBR3/ADM/EZH2/PCNA/EGFR/CDK1/RGN/CCNA2/AURKA/CEBPB/NR0B2/SRSF1/LPIN1",13
"GO:0071384","GO:0071384","cellular response to corticosteroid stimulus","13/1320","66/18805",0.196969696969697,2.80607208448118,4.0384351261564,0.00058455223809663,0.00720890592203198,0.00513270193499996,"PCK1/AKR1C3/ASS1/SERPINF1/ANXA1/EGFR/NR3C1/AQP1/SCNN1A/CBX3/KLF9/ZFP36/FAM107A",13
"GO:2000351","GO:2000351","regulation of endothelial cell apoptotic process","13/1320","66/18805",0.196969696969697,2.80607208448118,4.0384351261564,0.00058455223809663,0.00720890592203198,0.00513270193499996,"ANGPTL4/RGCC/AKR1C3/ANGPT1/GATA3/PRKCI/TEK/F3/XBP1/CDH5/CD248/KRIT1/ITGB3",13
