"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol","threshold"
"216095_x_at",688.157906976744,1166.29841860465,4.35754781255549,3.655781603871e-05,0.0015024050575488,-4.46586666502924,"MTMR1","Up"
"204955_at",-887.322813953489,1990.71489534884,-4.35715720848183,3.66111361239061e-05,0.0015024050575488,-4.46588694203838,"SRPX","Down"
"213935_at",-269.504441860465,597.489174418605,-4.35448696004843,3.69776605384426e-05,0.00151465663562154,-4.46602554632642,"ABHD5","Down"
"218934_s_at",-236.742837209302,432.625906976744,-4.3510590689288,3.7453379497117e-05,0.00153131306517539,-4.46620344301201,"HSPB7","Down"
"204026_s_at",914.586255813953,1833.02738372093,4.35016600644916,3.75782851886995e-05,0.00153131306517539,-4.46624978374287,"ZWINT","Up"
"202016_at",-977.981162790698,2272.80339534884,-4.35003854193808,3.75961454369089e-05,0.00153131306517539,-4.46625639762073,"MEST","Down"
"48031_r_at",-437.580930232558,1072.99346511628,-4.3491293267466,3.77237821577316e-05,0.00153131306517539,-4.46630357341109,"FAXDC2","Down"
"211933_s_at",845.050720930233,1978.68170930233,4.34907297853114,3.77317061463312e-05,0.00153131306517539,-4.46630649701992,"HNRNPA3P1","Up"
"219362_at",133.280646511628,211.117704651163,4.34861176739187,3.7796624594824e-05,0.00153131306517539,-4.46633042641372,"NAA35","Up"
"209189_at",-1204.01563255814,1283.91756511628,-4.34583895253832,3.81891961882681e-05,0.00154440990682973,-4.46647427573007,"FOS","Down"
"205794_s_at",-602.562279069768,1886.55290697674,-4.3441182084994,3.84347941400953e-05,0.00155152630040533,-4.46656353238002,"NOVA1","Down"
"212780_at",-498.609465116279,1129.79529069767,-4.34161859128436,3.87942782494182e-05,0.00156315106081202,-4.46669317232454,"SOS1","Down"
"220868_s_at",-158.773806976744,309.771891860465,-4.34114284095071,3.88630654620051e-05,0.00156315106081202,-4.4667178442345,"SLC7A10","Down"
"204018_x_at",-1331.13381627907,1106.37823139535,-4.33388433360736,3.99272716900969e-05,0.00160306197309987,-4.46709416853288,"HBA1","Down"
"204115_at",-689.720537209303,937.805173255814,-4.33032842200988,4.04588380216328e-05,0.0016214825317195,-4.46727846337011,"GNG11","Down"
"218901_at",-848.862372093025,1829.9133255814,-4.32276820148044,4.16118035093826e-05,0.00166469626139959,-4.46767014981907,"PLSCR4","Down"
"205730_s_at",-417.455837209302,898.371802325581,-4.31953299862179,4.2114819169299e-05,0.00168180020707794,-4.4678377024109,"ABLIM3","Down"
"203740_at",218.858360465116,362.335261627907,4.31860570350654,4.22600758786561e-05,0.00168458187979265,-4.46788572082102,"MPHOSPH6","Up"
"212111_at",-198.87676744186,343.218430232558,-4.31536391172533,4.27716988152611e-05,0.0017019317226794,-4.46805356830108,"STX12","Down"
"210963_s_at",-516.716209302326,1251.82377906977,-4.31095670452732,4.34768470320543e-05,0.00172690656402008,-4.46828169837804,"GYG2","Down"
"207121_s_at",560.721674418604,933.821093023256,4.3055863098997,4.43512793347559e-05,0.00175850455056293,-4.46855959491729,"MAPK6","Up"
"212224_at",-218.946546511628,224.785668604651,-4.30347510491447,4.46996626335186e-05,0.00176916977346838,-4.46866881388589,"ALDH1A1","Down"
"207977_s_at",-455.912223255814,523.548425581395,-4.30159450814964,4.50122146110812e-05,0.00177838152159348,-4.46876608969237,"DPT","Down"
"209163_at",437.227465116279,768.028848837209,4.29922499096033,4.54090279969054e-05,0.00179088384222131,-4.46888863778773,"CYB561","Up"
"202759_s_at",-864.219069767442,2062.26074418605,-4.29474002826185,4.61693674297615e-05,0.00181765373575508,-4.46912053977698,"PALM2AKAP2","Down"
"201009_s_at",-1342.87237209302,3182.1603255814,-4.29109537748635,4.67962815634959e-05,0.00183908561213294,-4.46930893991033,"TXNIP","Down"
"212446_s_at",685.463999999999,1242.19965116279,4.29050726160741,4.68982095429258e-05,0.00183984648458629,-4.46933933653175,"CERS6","Up"
"205530_at",-188.651523255814,338.396956976744,-4.28958782643779,4.70579887014573e-05,0.0018428702323982,-4.46938685485234,"ETFDH","Down"
"208781_x_at",-684.666093023255,2171.30746511628,-4.28794104604718,4.73454793394344e-05,0.00185087599319407,-4.46947195639194,"SNX3","Down"
"205890_s_at",570.641511627907,691.190569767442,4.2779092166716,4.91337562536103e-05,0.00191742117442942,-4.46999016783587,"UBD","Up"
"215241_at",-117.987765116279,199.583859302326,-4.27658636287891,4.93743759824005e-05,0.00192344269233537,-4.47005847524719,"ANO3","Down"
"208158_s_at",-530.404813953488,1211.28643023256,-4.27159621524822,5.02923275422985e-05,0.00195578348102101,-4.47031609180888,"OSBPL1A","Down"
"36711_at",-957.742488372093,2041.51615116279,-4.27060788333695,5.04760765467991e-05,0.00195950943151973,-4.47036710381681,"MAFF","Down"
"208944_at",-1348.62193023256,2810.57624418605,-4.26958425622158,5.06670700725105e-05,0.00196350316943609,-4.47041993383365,"TGFBR2","Down"
"217874_at",-639.626837209302,1265.30637209302,-4.26594653812255,5.13514693752024e-05,0.00198312788923334,-4.47060764792983,"SUCLG1","Down"
"202548_s_at",-649.328906976744,2361.18259302326,-4.26503999806108,5.1523408259079e-05,0.00198632544331671,-4.47065441986759,"ARHGEF7","Down"
"208660_at",-716.290209302326,1433.58252325581,-4.26307795130118,5.18974428451162e-05,0.0019972896699788,-4.47075563926477,"CS","Down"
"208790_s_at",-154.658569767442,208.62845,-4.26074460982138,5.2345668115424e-05,0.00201106641830344,-4.47087599498231,"CAVIN1","Down"
"221973_at",267.935272093023,500.71143372093,4.26020313825989,5.24502149295759e-05,0.00201161469754861,-4.47090392169676,"LOC100506076","Up"
"207843_x_at",-839.628651162791,1850.98460465116,-4.25842840435155,5.27942921193933e-05,0.00202133197817258,-4.47099544711882,"CYB5A","Down"
"201947_s_at",977.786365116279,1327.9682755814,4.25195165545458,5.40685322857993e-05,0.00206656793297507,-4.47132936367714,"CCT2","Up"
"211966_at",-136.182123255814,257.705775581395,-4.24899752692451,5.46595276542072e-05,0.00208557920328544,-4.47148161596452,"COL4A2","Down"
"203124_s_at",303.896509302326,442.317747674419,4.2415507646931,5.61770723826481e-05,0.00213981829726931,-4.47186526966504,"SLC11A2","Up"
"201427_s_at",-1364.07488372093,3276.72255813954,-4.24073240639676,5.63462977847427e-05,0.00214260162719696,-4.47190741851067,"SELENOP","Down"
"209100_at",-374.442302325581,1038.8726627907,-4.23625283275464,5.72813536691924e-05,0.00217381312703146,-4.47213809075604,"IFRD2","Down"
"210809_s_at",1623.85930232558,3329.025,4.23586879252316,5.7362209697729e-05,0.00217381312703146,-4.47215786311722,"POSTN","Up"
"200736_s_at",-988.765351162791,1499.38509186047,-4.2252167615298,5.96492399853625e-05,0.00225664518606763,-4.47270606290619,"GPX1","Down"
"203693_s_at",172.191097674419,216.495076744186,4.22227788665567,6.02955341002462e-05,0.00227722946839964,-4.47285723458345,"E2F3","Up"
"201327_s_at",408.04988372093,886.183011627907,4.21647206139318,6.15921909576581e-05,0.00231834255254982,-4.47315578151767,"CCT6A","Up"
"213502_x_at",566.471493023256,483.14198372093,4.21412102658314,6.21248701613944e-05,0.00233148357797625,-4.4732766396703,"GUSBP11","Up"
"219976_at",101.045276744186,164.687501162791,4.21400807079496,6.21505742188166e-05,0.00233148357797625,-4.47328244578299,"HOOK1","Up"
"202297_s_at",190.674409302326,503.420423255814,4.21066917065715,6.29150133773078e-05,0.00235619368585975,-4.47345404857716,"RER1","Up"
"214733_s_at",250.166906976744,501.286337209302,4.209525104032,6.31790239444957e-05,0.00236211105797852,-4.47351283801823,"YIPF1","Up"
"204290_s_at",-283.978302325581,505.016337209302,-4.19879709767796,6.57071464022525e-05,0.00245251648790853,-4.47406386503843,"ALDH6A1","Down"
"201340_s_at",124.846806976744,130.447998837209,4.19698362162508,6.61440188974778e-05,0.00246469426938545,-4.47415696715782,"ENC1","Up"
"209542_x_at",-560.757523255814,645.518052325581,-4.19223540022642,6.73011712241839e-05,0.00250288162822426,-4.47440067538408,"IGF1","Down"
"220926_s_at",97.5201953488373,182.514369767442,4.19186000468763,6.73934827866336e-05,0.00250288162822426,-4.47441993924736,"EDEM3","Up"
"202018_s_at",1056.07840232558,852.582359302326,4.18526250462188,6.90358769362779e-05,0.00255961139063408,-4.47475840723175,"LTF","Up"
"212442_s_at",489.600581395349,749.535709302326,4.18440460864204,6.92522535098138e-05,0.00256336871255678,-4.47480240679293,"CERS6","Up"
"202956_at",458.788627906977,1020.09589534884,4.18331586630215,6.95277937945888e-05,0.00256929988246239,-4.47485824175489,"ARFGEF1","Up"
"219288_at",326.641925581396,586.277990697674,4.18134739907173,7.00286572885444e-05,0.00258352412311363,-4.47495918053012,"CEP15","Up"
"209135_at",-1306.016,2891.27602325581,-4.17931219745187,7.05501520908303e-05,0.00259846122155367,-4.47506352513901,"ASPH","Down"
"202189_x_at",532.383488372094,738.927939534884,4.17567692224395,7.14909616790879e-05,0.00262876749025597,-4.47524986438853,"PTBP1","Up"
"215017_s_at",439.047209302325,833.625279069767,4.17329123036468,7.21149293058114e-05,0.00264734261898088,-4.47537212306037,"FNBP1L","Up"
"203721_s_at",577.355651162791,1381.38438372093,4.16360503457292,7.47025796411503e-05,0.00273064632552152,-4.47586827361075,"UTP18","Up"
"216044_x_at",-402.75688372093,1199.73186046512,-4.16351055073351,7.47282555632591e-05,0.00273064632552152,-4.47587311144371,"DIPK1A","Down"
"202886_s_at",-463.175441860465,1563.29434883721,-4.16333399587857,7.47762569925187e-05,0.00273064632552152,-4.47588215144224,"PPP2R1B","Down"
"202439_s_at",-225.086255813954,693.503337209302,-4.16273898692024,7.49382455817643e-05,0.00273064632552152,-4.47591261628804,"IDS","Down"
"212509_s_at",-1316.51274418605,3876.7343255814,-4.16252390651874,7.4996883328958e-05,0.00273064632552152,-4.47592362819259,"MXRA7","Down"
"201035_s_at",-642.455186046512,1554.29075581395,-4.16098111076971,7.54187945093496e-05,0.00273847232816859,-4.47600261233168,"HADH","Down"
"200729_s_at",307.217353488372,541.082586046512,4.16083957817106,7.54576138534092e-05,0.00273847232816859,-4.47600985767607,"ACTR2","Up"
"201464_x_at",-940.50469767442,1769.78262790698,-4.15733815293193,7.64241234736714e-05,0.00276903860709564,-4.47618907697926,"JUN","Down"
"210495_x_at",1968.72246511628,3070.15827906977,4.1531620001488,7.75924593241796e-05,0.0028068064466245,-4.47640276685945,"FN1","Up"
"212566_at",-738.13806976744,2237.46677906977,-4.15216629436595,7.7873548039715e-05,0.00281240886704857,-4.47645370571428,"MAP4","Down"
"218865_at",-297.332720930233,417.991709302326,-4.14673562757071,7.9423955194223e-05,0.00286344688255376,-4.47673145936488,"MTARC1","Down"
"207160_at",-119.197395348837,165.02283255814,-4.14632023517056,7.95437607279441e-05,0.00286344688255376,-4.47675269980239,"IL12A","Down"
"203316_s_at",694.115418604651,1850.0845,4.14446769615065,8.00801809505129e-05,0.00287810753567787,-4.47684741784509,"SNRPE","Up"
"216862_s_at",-290.844637209302,426.633469767442,-4.13923057015966,8.16155286922633e-05,0.00292856493695604,-4.47711510922171,"CMC4","Down"
"201307_at",-957.985441860466,2282.38851162791,-4.13693508306871,8.22973759016131e-05,0.00294828364504123,-4.47723240544778,"SEPTIN11","Down"
"214669_x_at",685.891953488371,1398.39906976744,4.13614917209856,8.25320777981146e-05,0.00295194589016916,-4.47727255940114,"IGKC","Up"
"204093_at",-559.501813953488,1685.55044186047,-4.13553469373483,8.27160318765795e-05,0.00295378419600292,-4.47730395269463,"CCNH","Down"
"213359_at",314.696462790698,398.135343023256,4.13425322518632,8.3100929696583e-05,0.00296278082628634,-4.47736941703536,"HNRNPD","Up"
"213010_at",-273.541255813953,507.563255813954,-4.13174875872651,8.38581414464238e-05,0.00298500154289243,-4.47749733902206,"CAVIN3","Down"
"218976_at",597.36488372093,833.954395348837,4.13072626885154,8.41691891695917e-05,0.00299129512323128,-4.47754955778628,"DNAJC12","Up"
"214836_x_at",1787.09913953489,2609.17773255814,4.12777547690943,8.50730712395162e-05,0.0030186038955894,-4.47770023088091,"IGKC","Up"
"213689_x_at",-622.742023255815,2140.06368604651,-4.11577927250324,8.88447583811733e-05,0.00314742090780236,-4.47831240432283,"DIPK1A","Down"
"201724_s_at",401.556674418604,904.812220930233,4.11387909842073,8.94567430284157e-05,0.00316407080143204,-4.47840931570464,"GALNT1","Up"
"212739_s_at",-265.254,623.717137209302,-4.11145262319306,9.0244124959998e-05,0.00318686186447486,-4.47853304690611,"NME4","Down"
"201849_at",-754.999141860465,1530.33594069767,-4.11043292670788,9.05769966300564e-05,0.0031935557213727,-4.47858503597351,"BNIP3","Down"
"214428_x_at",1111.42348837209,2804.8938372093,4.10937196871653,9.0924590357099e-05,0.00319632003059482,-4.47863912406327,"C4A","Up"
"216063_at",-198.514390697674,306.943258139535,-4.10931806889874,9.09422833279683e-05,0.00319632003059482,-4.47864187177117,"HBBP1","Down"
"217871_s_at",624.746651162792,1519.80193023256,4.10570256594518,9.21366810387476e-05,0.00323319947021482,-4.47882615483986,"MIF","Up"
"218585_s_at",457.439720930233,876.453488372093,4.10242496062664,9.32324691270974e-05,0.00326650803389797,-4.47899316698358,"DTL","Up"
"205208_at",-186.305867441861,150.998022093023,-4.10107874026743,9.36861642346094e-05,0.00327725085971711,-4.47906175105279,"ALDH1L1","Down"
"204005_s_at",109.006344186047,289.884339534884,4.09846555452194,9.45729078071503e-05,0.00329844286615549,-4.47919485931472,"PAWR","Up"
"203229_s_at",236.89208372093,430.556190697674,4.09842120538448,9.4588026364195e-05,0.00329844286615549,-4.47919711808088,"CLK2","Up"
"208782_at",-1778.28209302326,4643.78220930233,-4.0958402655157,9.5471876345909e-05,0.00332406221971233,-4.47932855454025,"FSTL1","Down"
"212116_at",227.681351162791,338.484998837209,4.09483693004649,9.58176088704133e-05,0.0033308951302019,-4.4793796424738,"TRIM27","Up"
"204415_at",266.999430232558,256.479838372093,4.09040249709208,9.73600993253316e-05,0.00337924469356131,-4.47960538333566,"IFI6","Up"
"200675_at",-1291.99720930232,3465.63302325581,-4.08887679482119,9.78963002289625e-05,0.00339257116330011,-4.47968303162916,"CD81","Down"
"217979_at",1291.65976744186,3758.23406976744,4.08507360229689,9.92452925722622e-05,0.00343397958755857,-4.47987654536479,"TSPAN13","Up"
"204351_at",647.250511627907,653.604488372093,4.08436786027898,9.94975756990606e-05,0.00343737128573979,-4.47991244795882,"S100P","Up"
"200986_at",-739.320904651162,1476.40910581395,-4.07712812811167,0.000102121403807095,0.00352255610067105,-4.48028062305281,"SERPING1","Down"
"201278_at",-867.534418604652,2967.0288372093,-4.07618910049454,0.000102466556727564,0.00352899889267435,-4.48032836031553,"DAB2","Down"
"213085_s_at",313.345558139535,1017.82098837209,4.0746525564244,0.000103033753059641,0.00354305728306788,-4.48040646512591,"WWC1","Up"
"220392_at",-45.3973348837209,108.158965116279,-4.07357477760985,0.000103433399770891,0.00355131964113215,-4.48046124403257,"EBF2","Down"
"209822_s_at",-623.684209302327,1750.39952325581,-4.07156544889747,0.000104182448831828,0.00357153462664558,-4.48056335601429,"VLDLR","Down"
"201032_at",-925.362372093023,2693.33072093023,-4.07049565532789,0.000104583374793015,0.00357893220364005,-4.48061771455182,"BLCAP","Down"
"213511_s_at",495.912651162791,1111.87486046512,4.07013342495868,0.000104719463123157,0.00357893220364005,-4.4806361191214,"MTMR1","Up"
"219392_x_at",417.552069767442,1057.53196511628,4.06852035871673,0.000105327552291399,0.00358933421834832,-4.48071807040568,"PRR11","Up"
"201061_s_at",-1038.54813953488,3009.80360465116,-4.06847160298498,0.000105345984777624,0.00358933421834832,-4.48072054724529,"STOM","Down"
"221012_s_at",-789.562232558139,2266.36225581395,-4.06657897371524,0.000106063906736277,0.00360827791420529,-4.48081668657369,"TRIM8","Down"
"201631_s_at",1443.28279069767,3209.71627906977,4.06573676144725,0.000106384887281848,0.00361314972000503,-4.48085946308712,"IER3","Up"
"200608_s_at",789.652372093023,1694.16990697674,4.06535312023563,0.000106531408070875,0.00361314972000503,-4.48087894743485,"RAD21","Up"
"222162_s_at",-850.571125581395,1283.21373953488,-4.06104478577135,0.000108190215578117,0.00366383369867351,-4.481097714056,"ADAMTS1","Down"
"203569_s_at",439.54,1426.68074418605,4.05937499888302,0.000108839766310517,0.00368023750029931,-4.48118247954895,"OFD1","Up"
"209138_x_at",1813.94869767442,1860.71704651163,4.05643433546085,0.00010999280361063,0.00371359036796315,-4.48133172994609,"IGLC1","Up"
"201681_s_at",333.712674418604,912.770779069767,4.0547557835638,0.000110656213067162,0.00373033645351825,-4.48141690584535,"DLG5","Up"
"221795_at",-640.169093023256,1128.90347674419,-4.05419524692049,0.000110878606651067,0.00373218729910229,-4.4814453467316,"NTRK2","Down"
"214213_x_at",-181.502279069767,708.672465116279,-4.04762870526688,0.000113516050232134,0.00381520082552436,-4.48177841946292,"LMNA","Down"
"218999_at",-434.765069767441,1220.73027906977,-4.04544934660836,0.000114404618590933,0.00383927427117735,-4.48188891958395,"TMEM140","Down"
"201385_at",630.89711627907,1070.3903255814,4.04420781687663,0.000114913795746213,0.00385056257235017,-4.48195185934851,"DHX15","Up"
"206496_at",-137.637397674418,260.643789534884,-4.04378677145982,0.00011508696853611,0.00385057495478999,-4.48197320280681,"FMO3","Down"
"214433_s_at",-529.227488372093,1133.72804651163,-4.04328438770499,0.000115293922865134,0.00385171586687225,-4.48199866838652,"SELENBP1","Down"
"202108_at",-306.247634883721,466.178089534884,-4.04214276163738,0.000115765538414289,0.00386168187497844,-4.48205653259642,"PEPD","Down"
"221794_at",-221.249088372093,627.617362790698,-4.04026164746395,0.000116546683884185,0.00388192788787936,-4.48215186547717,"DOCK6","Down"
"209104_s_at",629.200258139535,811.763515116279,4.03830165118994,0.000117365965176515,0.00390338179407207,-4.48225117896461,"NHP2","Up"
"210766_s_at",430.563941860465,762.432808139535,4.03690010882437,0.000117955197625317,0.00391713214409082,-4.48232218476725,"CSE1L","Up"
"218123_at",201.269186046512,225.892395348837,4.03532211934244,0.000118622008407696,0.00393341400795936,-4.4824021191591,"CFAP298","Up"
"213943_at",-465.765086046512,792.094289534884,-4.03422782541945,0.000119086546170644,0.00394295023524585,-4.48245754489065,"TWIST1","Down"
"212262_at",-406.72611627907,1266.20556976744,-4.03354199131283,0.0001193785782373,0.00394675498347442,-4.48249227944769,"QKI","Down"
"212062_at",-636.956530232558,1087.97785116279,-4.03249626303803,0.000119825178202982,0.00395565103095859,-4.48254523697435,"ATP9A","Down"
